,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month_sale,year_sale,renovation,sector_1,sector_2,sector_3,sector_4,Grade_A,Grade_B,Grade_C,Grade_D,home_age
12,114101516,2014-05-28,310000.0,3,1.0,1430,19901,1.5,0.0,4,7,1430,0.0,1927,0.0,98028,47.7558,-122.229,1780,12697,5,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,93
13,6054650070,2014-10-07,400000.0,3,1.75,1370,9680,1.0,0.0,4,7,1370,0.0,1977,0.0,98074,47.6127,-122.045,1370,10208,10,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,43
14,1175000570,2015-03-12,530000.0,5,2.0,1810,4850,1.5,0.0,3,7,1810,0.0,1900,0.0,98107,47.67,-122.39399999999999,1360,4850,3,2015,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120
15,9297300055,2015-01-24,650000.0,4,3.0,2950,5000,2.0,0.0,3,9,1980,970.0,1979,0.0,98126,47.5714,-122.375,2140,4000,1,2015,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41
16,1875500060,2014-07-31,395000.0,3,2.0,1890,14040,2.0,0.0,3,7,1890,0.0,1994,0.0,98019,47.7277,-121.962,1890,14018,7,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26
17,6865200140,2014-05-29,485000.0,4,1.0,1600,4300,1.5,0.0,4,7,1600,0.0,1916,0.0,98103,47.6648,-122.34299999999999,1610,4300,5,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104
18,16000397,2014-12-05,189000.0,2,1.0,1200,9850,1.0,0.0,4,7,1200,0.0,1921,0.0,98002,47.3089,-122.21,1060,5095,12,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,99
19,7983200060,2015-04-24,230000.0,3,1.0,1250,9774,1.0,0.0,4,7,1250,0.0,1969,0.0,98003,47.3343,-122.306,1280,8850,4,2015,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,51
20,6300500875,2014-05-14,385000.0,4,1.75,1620,4980,1.0,0.0,4,7,860,760.0,1947,0.0,98133,47.7025,-122.34100000000001,1400,4980,5,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73
21,2524049179,2014-08-26,2000000.0,3,2.75,3050,44867,1.0,0.0,3,9,2330,720.0,1968,0.0,98040,47.5316,-122.23299999999999,4110,20336,8,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52
22,7137970340,2014-07-03,285000.0,5,2.5,2270,6300,2.0,0.0,3,8,2270,0.0,1995,0.0,98092,47.3266,-122.169,2240,7005,7,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25
23,8091400200,2014-05-16,252700.0,2,1.5,1070,9643,1.0,0.0,3,7,1070,0.0,1985,0.0,98030,47.3533,-122.166,1220,8386,5,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35
24,3814700200,2014-11-20,329000.0,3,2.25,2450,6500,2.0,0.0,4,8,2450,0.0,1985,0.0,98030,47.3739,-122.17200000000001,2200,6865,11,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35
25,1202000200,2014-11-03,233000.0,3,2.0,1710,4697,1.5,0.0,5,6,1710,0.0,1941,0.0,98002,47.3048,-122.21799999999999,1030,4705,11,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,79
26,1794500383,2014-06-26,937000.0,3,1.75,2450,2691,2.0,0.0,3,8,1750,700.0,1915,0.0,98119,47.6386,-122.36,1760,3573,6,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105
27,3303700376,2014-12-01,667000.0,3,1.0,1400,1581,1.5,0.0,5,8,1400,0.0,1909,0.0,98112,47.6221,-122.314,1860,3861,12,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111
28,5101402488,2014-06-24,438000.0,3,1.75,1520,6380,1.0,0.0,3,7,790,730.0,1948,0.0,98115,47.695,-122.304,1520,6235,6,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72
29,1873100390,2015-03-02,719000.0,4,2.5,2570,7173,2.0,0.0,3,8,2570,0.0,2005,0.0,98052,47.7073,-122.11,2630,6026,3,2015,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15
30,8562750320,2014-11-10,580500.0,3,2.5,2320,3980,2.0,0.0,3,8,2320,0.0,2003,0.0,98027,47.5391,-122.07,2580,3980,11,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17
31,2426039314,2014-12-01,280000.0,2,1.5,1190,1265,3.0,0.0,3,7,1190,0.0,2005,0.0,98133,47.7274,-122.35700000000001,1390,1756,12,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15
32,461000390,2014-06-24,687500.0,4,1.75,2330,5000,1.5,0.0,4,7,1510,820.0,1929,0.0,98117,47.6823,-122.368,1460,5000,6,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91
33,7589200193,2014-11-10,535000.0,3,1.0,1090,3000,1.5,0.0,4,8,1090,0.0,1929,0.0,98117,47.6889,-122.375,1570,5080,11,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91
34,7955080270,2014-12-03,322500.0,4,2.75,2060,6659,1.0,0.0,3,7,1280,780.0,1981,0.0,98058,47.4276,-122.15700000000001,2020,8720,12,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39
35,9547205180,2014-06-13,696000.0,3,2.5,2300,3060,1.5,0.0,3,8,1510,790.0,1930,2002.0,98115,47.6827,-122.31,1590,3264,6,2014,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90
36,9435300030,2014-05-28,550000.0,4,1.0,1660,34848,1.0,0.0,1,5,930,730.0,1933,0.0,98052,47.6621,-122.132,2160,11467,5,2014,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,87
37,2768000400,2014-12-30,640000.0,4,2.0,2360,6000,2.0,0.0,4,8,2360,0.0,1904,0.0,98107,47.6702,-122.36200000000001,1730,4700,12,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116
38,7895500070,2015-02-13,240000.0,4,1.0,1220,8075,1.0,0.0,2,7,890,330.0,1969,0.0,98001,47.3341,-122.28200000000001,1290,7800,2,2015,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,51
39,2078500320,2014-06-20,605000.0,4,2.5,2620,7553,2.0,0.0,3,8,2620,0.0,1996,0.0,98056,47.5301,-122.18,2620,11884,6,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24
40,5547700270,2014-07-15,625000.0,4,2.5,2570,5520,2.0,0.0,3,9,2570,0.0,2000,0.0,98074,47.6145,-122.027,2470,5669,7,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20
41,7766200013,2014-08-11,775000.0,4,2.25,4220,24186,1.0,0.0,3,8,2600,1620.0,1984,0.0,98166,47.445,-122.34700000000001,2410,30617,8,2014,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36
42,7203220400,2014-07-07,861990.0,5,2.75,3595,5639,2.0,0.0,3,9,3595,0.0,2014,0.0,98053,47.6848,-122.016,3625,5639,7,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6
43,9270200160,2014-10-28,685000.0,3,1.0,1570,2280,2.0,0.0,3,7,1570,0.0,1922,0.0,98119,47.6413,-122.36399999999999,1580,2640,10,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98
44,1432701230,2014-07-29,309000.0,3,1.0,1280,9656,1.0,0.0,4,6,920,360.0,1959,0.0,98058,47.4485,-122.175,1340,8808,7,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,61
45,8035350320,2014-07-18,488000.0,3,2.5,3160,13603,2.0,0.0,3,8,3160,0.0,2003,0.0,98019,47.7443,-121.977,3050,9232,7,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17
46,8945200830,2015-03-25,210490.0,3,1.0,990,8528,1.0,0.0,3,6,990,0.0,1966,0.0,98023,47.3066,-122.37100000000001,1228,8840,3,2015,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,54
47,4178300310,2014-07-16,785000.0,4,2.5,2290,13416,2.0,0.0,4,9,2290,0.0,1981,0.0,98007,47.6194,-122.15100000000001,2680,13685,7,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,39
48,9215400105,2015-04-28,450000.0,3,1.75,1250,5963,1.0,0.0,4,7,1250,0.0,1953,0.0,98115,47.6796,-122.301,970,5100,4,2015,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67
49,822039084,2015-03-11,1350000.0,3,2.5,2753,65005,1.0,1.0,5,9,2165,588.0,1953,0.0,98070,47.4041,-122.45100000000001,2680,72513,3,2015,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,67
50,5245600105,2014-09-16,228000.0,3,1.0,1190,9199,1.0,0.0,3,7,1190,0.0,1955,0.0,98148,47.4258,-122.322,1190,9364,9,2014,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,65
51,7231300125,2015-02-17,345000.0,5,2.5,3150,9134,1.0,0.0,4,8,1640,1510.0,1966,0.0,98056,47.4934,-122.189,1990,9133,2,2015,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,54
52,7518505990,2014-12-31,600000.0,3,1.75,1410,4080,1.0,0.0,4,7,1000,410.0,1950,0.0,98117,47.6808,-122.384,1410,4080,12,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70
53,3626039271,2015-02-05,585000.0,2,1.75,1980,8550,1.0,0.0,3,7,990,990.0,1981,0.0,98117,47.6989,-122.369,1480,6738,2,2015,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39
54,4217401195,2015-03-03,920000.0,5,2.25,2730,6000,1.5,0.0,3,8,2130,600.0,1927,0.0,98105,47.6571,-122.281,2730,6000,3,2015,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,93
55,9822700295,2014-05-12,885000.0,4,2.5,2830,5000,2.0,0.0,3,9,2830,0.0,1995,0.0,98105,47.6597,-122.29,1950,5000,5,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25
56,9478500640,2014-08-19,292500.0,4,2.5,2250,4495,2.0,0.0,3,7,2250,0.0,2008,0.0,98042,47.3663,-122.11399999999999,2250,4500,8,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12
57,2799800710,2015-04-07,301000.0,3,2.5,2420,4750,2.0,0.0,3,8,2420,0.0,2003,0.0,98042,47.3663,-122.12200000000001,2690,4750,4,2015,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17
58,7922800400,2014-08-27,951000.0,5,3.25,3250,14342,2.0,0.0,4,8,3250,0.0,1968,0.0,98008,47.588,-122.116,2960,11044,8,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,52
59,8079040320,2015-02-23,430000.0,4,3.0,1850,9976,2.0,0.0,3,8,1850,0.0,1991,0.0,98059,47.5059,-122.149,2270,8542,2,2015,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29
60,1516000055,2014-12-10,650000.0,3,2.25,2150,21235,1.0,0.0,4,8,1590,560.0,1959,0.0,98166,47.4336,-122.339,2570,18900,12,2014,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,61
61,9558200045,2014-08-28,289000.0,3,1.75,1260,8400,1.0,0.0,3,7,1260,0.0,1954,0.0,98148,47.4366,-122.335,1290,8750,8,2014,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,66
62,5072410070,2014-10-21,505000.0,3,1.75,2519,8690,2.0,0.0,5,8,2519,0.0,1973,0.0,98166,47.4428,-122.344,2500,9500,10,2014,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47
63,9528102996,2014-12-07,549000.0,3,1.75,1540,1044,3.0,0.0,3,8,1540,0.0,2014,0.0,98115,47.6765,-122.32,1580,3090,12,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
64,1189001180,2014-06-03,425000.0,3,2.25,1660,6000,1.0,0.0,3,7,1110,550.0,1979,0.0,98122,47.6113,-122.29700000000001,1440,4080,6,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41
65,3253500160,2014-11-20,317625.0,3,2.75,2770,3809,1.5,0.0,5,7,1770,1000.0,1925,0.0,98144,47.5747,-122.304,1440,4000,11,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95
66,3394100030,2014-09-09,975000.0,4,2.5,2720,11049,2.0,0.0,3,10,2720,0.0,1989,0.0,98004,47.5815,-122.19200000000001,2750,11049,9,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31
67,3717000160,2014-10-09,287000.0,4,2.5,2240,4648,2.0,0.0,3,7,2240,0.0,2005,0.0,98001,47.3378,-122.257,2221,4557,10,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15
68,1274500060,2014-08-25,204000.0,3,1.0,1000,12070,1.0,0.0,4,7,1000,0.0,1968,0.0,98042,47.3621,-122.11,1010,12635,8,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,52
69,1802000060,2014-06-12,1330000.0,5,2.25,3200,20158,1.0,0.0,3,8,1600,1600.0,1965,0.0,98004,47.6303,-122.215,3390,20158,6,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,55
70,1525059190,2014-09-12,1040000.0,5,3.25,4770,50094,1.0,0.0,4,11,3070,1700.0,1973,0.0,98005,47.6525,-122.16,3530,38917,9,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47
71,1049000060,2015-01-05,325000.0,3,2.0,1260,5612,1.0,0.0,4,7,1260,0.0,1972,0.0,98034,47.7362,-122.179,1640,4745,1,2015,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,48
72,8820901275,2014-06-10,571000.0,4,2.0,2750,7807,1.5,0.0,5,7,2250,500.0,1916,0.0,98125,47.7168,-122.287,1510,7807,6,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,104
73,5416510140,2014-07-10,360000.0,4,2.5,2380,5000,2.0,0.0,3,8,2380,0.0,2005,0.0,98038,47.3608,-122.036,2420,5000,7,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15
74,3444100400,2015-03-16,349000.0,3,1.75,1790,50529,1.0,0.0,5,7,1090,700.0,1965,0.0,98042,47.3511,-122.073,1940,50529,3,2015,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,55
75,3276920270,2014-11-05,832500.0,4,4.0,3430,35102,2.0,0.0,4,10,2390,1040.0,1986,0.0,98075,47.5822,-121.98700000000001,3240,35020,11,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,34
76,4036801170,2014-10-13,380000.0,4,1.75,1760,7300,1.0,0.0,3,7,880,880.0,1956,0.0,98008,47.6034,-122.125,1680,7500,10,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,64
77,2391600320,2015-04-20,480000.0,3,1.0,1040,5060,1.0,0.0,3,7,1040,0.0,1941,0.0,98116,47.5636,-122.39399999999999,890,5060,4,2015,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79
78,6300000287,2014-06-09,410000.0,3,1.0,1410,5060,1.0,0.0,4,7,910,500.0,1956,0.0,98133,47.7073,-122.34,1130,5693,6,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64
79,1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,0.0,3,10,3450,0.0,2002,0.0,98010,47.342,-122.025,3350,39750,3,2015,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18
80,5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,0.0,3,8,2350,0.0,2003,0.0,98038,47.3512,-122.008,2350,5363,12,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17
81,7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,0.0,3,7,1900,0.0,1992,0.0,98038,47.349,-122.031,1870,6405,12,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28
82,9418400240,2014-10-28,355000.0,2,1.0,2020,6720,1.0,0.0,3,7,1010,1010.0,1948,0.0,98118,47.5474,-122.291,1720,6720,10,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,72
83,1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,0.0,3,8,1680,0.0,1964,0.0,98059,47.4811,-122.149,1850,8797,1,2015,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,56
84,1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,0.0,3,6,960,0.0,1952,0.0,98125,47.7264,-122.31,1570,7203,6,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68
85,4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,0.0,3,9,1900,240.0,1925,0.0,98119,47.6337,-122.365,2020,4800,11,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95
86,2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,0.0,5,7,2660,0.0,1961,0.0,98092,47.2909,-122.189,1590,8165,11,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,59
87,3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,0.0,3,9,1980,790.0,2006,0.0,98056,47.5228,-122.199,1900,7349,6,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14
88,1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,0.0,4,7,1610,0.0,1979,0.0,98056,47.518,-122.194,1950,2025,5,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41
89,3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0.0,3,7,765,265.0,2006,0.0,98136,47.5394,-122.387,1030,1106,9,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14
90,2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,0.0,3,7,1980,0.0,1988,0.0,98023,47.2897,-122.37200000000001,1980,7510,5,2014,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,32
91,5036300431,2015-03-11,1100000.0,5,2.75,3520,6353,2.0,0.0,4,10,3520,0.0,2001,0.0,98199,47.6506,-122.391,2520,6250,3,2015,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19
92,4168000060,2015-02-26,153000.0,3,1.0,1200,10500,1.0,0.0,3,7,1200,0.0,1962,0.0,98023,47.321999999999996,-122.351,1350,10500,2,2015,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,58
94,6021501535,2014-12-23,700000.0,3,1.5,1580,5000,1.0,0.0,3,8,1290,290.0,1939,0.0,98117,47.687,-122.38600000000001,1570,4500,12,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81
95,1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,0.0,3,7,2390,910.0,1946,1991.0,98040,47.5873,-122.249,1950,6045,9,2014,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,74
96,3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,0.0,3,7,1960,0.0,1967,0.0,98032,47.3576,-122.277,1750,15616,3,2015,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,53
97,1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,0.0,4,7,1160,0.0,1975,0.0,98023,47.3036,-122.37799999999999,1160,6400,9,2014,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45
98,722079104,2014-07-11,314000.0,3,1.75,1810,41800,1.0,0.0,5,7,1210,600.0,1980,0.0,98038,47.4109,-121.958,1650,135036,7,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,40
99,7338200240,2014-05-16,437500.0,3,2.5,2320,36847,2.0,0.0,3,9,2320,0.0,1992,0.0,98045,47.4838,-121.714,2550,35065,5,2014,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28
100,1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,0.0,5,9,1270,800.0,1910,0.0,98102,47.6415,-122.315,2200,4500,6,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110
101,5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,0.0,4,7,1440,540.0,1929,0.0,98117,47.6775,-122.37200000000001,1610,3478,10,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91
102,7214720075,2014-12-12,699950.0,3,2.25,2190,107593,2.0,0.0,4,8,2190,0.0,1983,0.0,98077,47.7731,-122.08,2570,47777,12,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37
103,2450000295,2014-10-07,1090000.0,3,2.5,2920,8113,2.0,0.0,3,8,2920,0.0,1950,2010.0,98004,47.5814,-122.196,2370,8113,10,2014,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,70
104,6197800045,2014-09-24,290000.0,3,1.0,1210,33919,1.0,0.0,3,7,1210,0.0,1954,0.0,98058,47.4375,-122.184,1640,14910,9,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66
105,1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,0.0,4,8,1460,880.0,1978,0.0,98058,47.4431,-122.133,2250,8162,4,2015,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42
106,546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,0.0,4,7,1170,500.0,1939,0.0,98117,47.6878,-122.38,1240,4005,5,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81
107,3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,0.0,4,8,1240,0.0,1985,0.0,98198,47.3813,-122.322,1270,4966,7,2014,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,35
108,1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,0.0,4,10,3140,0.0,1991,0.0,98077,47.7304,-122.08200000000001,2990,35001,3,2015,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29
109,3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0.0,4,7,2030,0.0,1942,0.0,98052,47.6417,-122.109,2500,9433,8,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,78
110,9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0.0,3,8,2310,0.0,1984,0.0,98027,47.5386,-122.053,1940,9636,7,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,36
111,3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,0.0,5,6,700,560.0,1905,0.0,98103,47.6823,-122.34899999999999,1380,3536,3,2015,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115
112,2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,0.0,4,7,1160,0.0,1980,0.0,98038,47.3624,-122.031,1540,11656,9,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,40
113,6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0.0,3,7,1080,1000.0,1971,0.0,98108,47.5474,-122.295,2090,5500,11,2014,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49
114,8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0.0,3,9,2520,710.0,2001,0.0,98001,47.3183,-122.25299999999999,2640,8517,10,2014,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,19
115,3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0.0,3,8,2780,0.0,1900,0.0,98117,47.6981,-122.368,1830,6350,11,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120
